	Tweets	Date	Source	Likes	RTs
904	"In one month I lost 2 parts of my childhood
Stan Lee
Stephen Hillenburg"	2018-11-28 08:16:10	Twitter Web Client	0	0
905	"2018 just had to take another legend 
First Mac Miller 
Then Stan lee 
Now Stephen Hillenburg 

THIS YEAR IS TRASH."	2018-11-28 08:16:02	Twitter for iPhone	4	3
906	@Nickelodeon He will be missed a legend! Like Stan Lee! Oh god we are loosing so many people 😢	2018-11-28 08:15:46	Twitter for Android	0	0
907	@PhantomStrider First, Mr Stan Lee and now him? This isn't a good end for this year. https://t.co/AkniQA1f6F	2018-11-28 08:15:30	Twitter Web Client	0	0
908	Marvel Creator Stan Lee's Death Certificate Lists Heart Failure as Cause of Death https://t.co/vDHIi8pLN2	2018-11-28 08:15:04	SocialFlow	70	23
909	Stan Lee Owns https://t.co/FmcLzUM8cH via @YouTube	2018-11-28 08:12:46	Twitter for iPhone	0	0
910	can i replace stan lee now in every marvel film	2018-11-28 08:11:25	Twitter for iPhone	0	0
911	@JonTronShow First Mr. Stan Lee and now him? this is not a good end for this year. https://t.co/Mxg9Hi1Uy3	2018-11-28 08:11:08	Twitter Web Client	0	0
912	What childhood dream have you not had the chance to fulfill? — Conhecer o Stan Lee ;-; https://t.co/4HYblvGHxO	2018-11-28 08:10:48	Curious Cat	0	0
913	Stan Lee’s Cause of Death Revealed: Cardiac Arrest, Respiratory and Congestive Heart Failure https://t.co/X7dxKuLxoU via @people	2018-11-28 08:10:15	Twitter for Android	0	0
914	"@butt3rflii ""You know... It's good have it on the screen, but I prefer having it in my hands"" Stan Lee (Talking about comics of course)"	2018-11-28 08:09:52	Twitter for Android	0	0
915	@Caddicarus First mr. Stan Lee and now him?................. This is not a good end for this year. https://t.co/BOROVcYKGg	2018-11-28 08:08:56	Twitter Web Client	0	0
916	"2018 is worse than 2016! People who died:

Tim Bergling: Suicide
My uncle: Lung cancer
Charles Krauthammer: Intesti… https://t.co/KvdxIrVq7a"	2018-11-28 08:08:04	Twitter for iPhone	2	1
917	@ensigera @billmaher I liked Stan Lee but Maher was not putting Stan Lee down he was putting comic books down. Ther… https://t.co/a3QQ2ZDHBc	2018-11-28 08:08:02	Twitter for Android	0	0
918	Stan Lee reportedly passed away from heart and respiratory failure: https://t.co/RkYuL2K6HE https://t.co/MoW2nauW6w	2018-11-28 08:05:58	IFTTT	0	0
919	"Miss you, Stan Lee 💔

#ComplexNews https://t.co/IlEws3ydFh"	2018-11-28 08:05:57	IFTTT	0	0
920	Stan Lee's Cause Of Death Revealed - HotNewHipHop https://t.co/qTskvY4HsG #hiphopnews #hiphop #probeatz #news	2018-11-28 08:05:02	IFTTT	0	0
921	@Danielthewrap Yes, first SI3D closed, 2nd Stephen Hawkins dies, 3rd Stefan Karl dies, 4th Stan Lee dies and now Stephen Hillenburg	2018-11-28 08:04:34	Twitter for iPhone	0	1
922	Aww that cameo of Stan Lee in #WreckItRalph2 💕	2018-11-28 08:03:53	Twitter for Android	1	0
923	I’m still not okay that there will be no more Stan Lee cameos 🥺	2018-11-28 08:02:42	Twitter for iPhone	1	0
924	2018 has just like 2017 where we lost all the great celebrities/ actors this year in a space of a month or two apar… https://t.co/f4xcpR85Sl	2018-11-28 08:02:37	Twitter for iPhone	2	0
925	“Marvel Fans Think Deadpool Should Take Over Stan Lee's Cameos” - This is a brilliant idea! https://t.co/bYUXDo8ldu	2018-11-28 08:01:54	Twitter for iPhone	0	0
926	Real Life Urban Superhero DangerMan to Tribute Stan Lee at Third Annual DangerMan Hero… https://t.co/EzwB1Vk3pO	2018-11-28 08:01:39	Google	0	0
927	"@ClaraSorrenti You're from London Ontario!!? No damn way! Me too
Twitter is so awesome sometimes. I was on… https://t.co/4uOufaEm7v"	2018-11-28 08:01:30	Twitter Web Client	1	0
928	@billmaher @PamelaPatriot Funny, but I think at some point you should apologize to Stan Lee for the rotten things y… https://t.co/oJu8BKmLm7	2018-11-28 08:01:15	Twitter for iPhone	0	0
929	Stan Lee's Cause of Death Revealed https://t.co/Cs64Xhineg	2018-11-28 08:01:12	IFTTT	0	0
930	The 100 Greatest Stan Lee Stories Ever Told: #90-81 https://t.co/0izYQVWpP0	2018-11-28 08:01:03	IFTTT	0	0
931	Marvel Comics Creator Stan Lee's Cause of Death Revealed In Newly Obtained Death Certificate https://t.co/dmBQAOVehr	2018-11-28 08:01:01	IFTTT	0	0
932	I don't know what to say. I am shocked to know that Stephen Hillenburg died at the age of 57. He's so young to die.… https://t.co/x1hDGbJZeq	2018-11-28 08:00:55	Twitter for iPhone	0	0
933	Stan Lee repositioned comics, professionalized the industry, and launched the careers of dozens of proteges. It’s a… https://t.co/TG35pH3Axb	2018-11-28 08:00:47	Hootsuite Inc.	0	0
934	Stan Lee – Heart And Respiratory Failure Caused Death https://t.co/bFSUvQaVU8 https://t.co/L0vrw2oRpx	2018-11-28 08:00:31	WordPress.com	0	0
935	Stan Lee – Heart And Respiratory Failure Caused Death https://t.co/mUDHMS011I https://t.co/AlQRqjxlo9	2018-11-28 08:00:27	WordPress.com	0	0
936	We lost two great creators in one month. Stan Lee and Stephen Hillenburg.	2018-11-28 08:00:25	Twitter for Android	3	0
937	Stan Lee, The Life &amp; Times – Know Your Universe https://t.co/k7eWgHrMm5	2018-11-28 08:00:23	WordPress.com	0	0
938	Stan Lee, The Life &amp; Times – Know Your Universe https://t.co/11pxcU0LWq	2018-11-28 08:00:21	WordPress.com	0	0
939	Stan Lee – Heart And Respiratory Failure Caused Death https://t.co/pX7RRa7AUG https://t.co/9ILV0oPfDp	2018-11-28 08:00:11	WordPress.com	1	1
940	@PhantomStrider Man, we lost Stan Lee, then Stephen Hillenburg. Don't say Magnús Scheving is next. We already lost… https://t.co/0Jp391TIcb	2018-11-28 07:57:40	Twitter for Android	0	0
941	Stan Lee and Stephen Hillenburg died in the same month 😭my childhood is over	2018-11-28 07:57:21	Twitter for iPhone	3	0
942	Two weeks after Stan Lee, I repeat the sentiment: Thank you for all of the creativity, joy, and imagination you bro… https://t.co/wx5svxnO3j	2018-11-28 07:57:00	Twitter for Android	0	0
943	@Dr8kHunt6r Got it today its super badass, also a Stan lee tribute i suppose	2018-11-28 07:56:24	Twitter for Android	1	0
944	"So it's true Stan Lee in the #WreckItRalph2 
RIP Legend. Always live in @Marvel https://t.co/ixIdyDU2gM"	2018-11-28 07:53:52	Twitter for Android	1	0
945	.... who’s Sora??? Like everyone keeps mentioning him like he’s the new Stan Lee	2018-11-28 07:52:52	Twitter for iPhone	0	0
946	First Stan Lee and now... :(	2018-11-28 07:51:18	Twitter Web Client	0	0
947	after Stan Lee, si Stephen Hillenburg naman laman ng newsfeed sa facebook.	2018-11-28 07:51:18	Twitter for Android	0	0
948	"Continue to create, whether or not you think it's mediocre. You make it anyway. Because you never know. 

Stan Lee… https://t.co/W7TmqIZK5E"	2018-11-28 07:50:55	Facebook	0	0
949	Stan Lee's Cause of Death Revealed https://t.co/OFZ2gEwRRJ via @ComicBook	2018-11-28 07:50:18	Twitter for Android	0	0
950	First Stan Lee, now this...this year isn’t even over. https://t.co/4WHOJDMlEz	2018-11-28 07:49:22	Twitter for iPhone	0	0
951	"""Ad"" Comics: Spider-Man/Deadpool #18 *Stan Lee Comic Box Exclusive 2017 Variant* Rare~Movie https://t.co/V04Crky2Zw… https://t.co/23RAPRrYWt"	2018-11-28 07:46:52	dlvr.it	0	0
952	"""Ad"" Comics: Iceman X #1 *Stan Lee Comic Box Exclusive Cameo Cover 2017 Marvel Variant Rare!… https://t.co/kB3PSt4L2T"	2018-11-28 07:46:49	dlvr.it	0	0
953	"""Ad"" Comics: Secret Empire: Omega #1 *Stan Lee Comic Box Exclusive 2017 Marvel Variant Rare!… https://t.co/zlePwKOlmi"	2018-11-28 07:46:48	dlvr.it	0	0
954	So, I gave this a thought. What if Walt Disney has a small cameo in animated Disney moves as well as Ub. A small Mi… https://t.co/EhkLsL9QJB	2018-11-28 07:45:45	Twitter for iPhone	0	0
955	@rceezus I don't agree with you on this one. Sometimes after someone's death, you don't know what to say, especiall… https://t.co/gIoZJkg3JF	2018-11-28 07:45:02	Twitter for Android	0	0
956	"Stan Lee's death certificate was obtained from the Los Angeles Department of Health.
#StanLee #RIPStanLee… https://t.co/dEhGzEDPel"	2018-11-28 07:45:00	TweetDeck	7	2
957	Stan Lee and Stephen Hillenburg in the same month is not okay. https://t.co/JPdo5RqQiE	2018-11-28 07:42:48	Twitter for Android	1	0
958	@Spazkidin3d First Stan Lee, and now Stephen Hillenberg, this year just got from bad to worse.	2018-11-28 07:42:28	Twitter Lite	0	0
959	With the deaths of both Stephen Hillenburg and Stan Lee, god needs to slow his mf roll.	2018-11-28 07:42:25	Twitter Lite	0	0
960	@FltRamenKing Now I want to see where he talks about Stephen Hawking, Stefan Karl, Stan Lee and Stephen Hillenburg.	2018-11-28 07:41:38	Twitter for Android	0	0
961	"""Ad"" STAN LEE signed AUTO SPIDER-MAN deluxe COSTUME uniform w/ MASK GLOBAL AUTHENTIC https://t.co/N3paQOPvLT… https://t.co/2rSYY0h3AQ"	2018-11-28 07:41:06	dlvr.it	0	0
962	"""Ad"" Stan Lee Pop Asia Guan Yu Signed And Certified https://t.co/jeLxjulyxx #StanLee https://t.co/aBX2l2h3pg"	2018-11-28 07:41:04	dlvr.it	0	0
963	Check out Essential Fantastic Four, Vol. 6 (Marvel) by Lee, Stan Thomas, Roy John Buscema https://t.co/w9eAyDR1ds ⁦@eBay⁩	2018-11-28 07:40:57	Twitter for iPhone	0	0
964	@Truegreen7 First Stan Lee and now Stephen?  They're falling like flys one by one who knows who's next?	2018-11-28 07:39:01	Twitter for Android	0	0
965	Check out Essential Fantastic Four, Vol. 5 (Marvel) by Lee, Stan Jack Kirby Silver Age https://t.co/wfCriH4x9C ⁦@eBay⁩	2018-11-28 07:37:52	Twitter for iPhone	0	0
966	"@fahiim___ Bro we lost Stan Lee Jamil and the spongebkb creator within a month 
Fuck Cali"	2018-11-28 07:37:07	Twitter for iPhone	1	0
967	Amazing Spider-Man 238 CGC 9.8 SS signed Stan Lee John Romita SrJr 1st Hobgoblin https://t.co/vyTn3cNrkH https://t.co/qiWUF4CSGf	2018-11-28 07:37:04	Period Comics	0	0
968	Stan Lee's Cause of Death Revealed https://t.co/wuwAqdZyuj via @ComicBook	2018-11-28 07:37:02	Twitter Web Client	0	0
969	Stan Lee Cameo :,( #PS4share https://t.co/G6DeHP2VEy	2018-11-28 07:37:02	PlayStation(R)4	1	0
970	@TheRochaSays @SpiderVerse Aww, Stan Lee’s gonna be in it	2018-11-28 07:36:50	Twitter for iPhone	2	0
971	thank you Stephen Hillenburg and Stan Lee, for making up our childhoods https://t.co/6g7vjDZdYG	2018-11-28 07:36:38	Twitter for iPhone	4	2
972	"@EsemicolonR @NXOnNetflix @netflix ..no...

nononononono

NO

FUCKING NO

THEY ARE NOT RUINING BEEBOP FOR ME

WE AL… https://t.co/YcaZBOM2ci"	2018-11-28 07:36:00	Twitter Web Client	1	0
973	First Stan Lee and now the creator of SpongeBob. November is truly a tragic month	2018-11-28 07:35:31	Twitter for Android	0	0
974	Stan Lee and Stephen Hillenburg died within a couple of weeks of each other. The world is at a loss of imagination,… https://t.co/vrnZYnZuJd	2018-11-28 07:34:55	Twitter Lite	23	6
975	Check out Essential Fantastic Four, Vol. 4 (Marvel) by Lee, Stan Jack Kirby Silver Age https://t.co/tGBHS5znwn ⁦@eBay⁩	2018-11-28 07:34:45	Twitter for iPhone	0	0
976	"How did Stan Lee die? Cause of death revealed! 
#StanLee #stanleerip #cardiac #SpiderMan #Marvel 

https://t.co/QuuimgimS7"	2018-11-28 07:33:41	Twitter Web Client	0	0
977	@kevinpoitra1 @glitch_prod I know that stan Lee died in my birthday we both know that	2018-11-28 07:33:17	Twitter for Android	0	0
978	"First stephen hawking than adam west than Stefan Karl Stan Lee and now 
Stephen Hillenburg 2018 sucks😭"	2018-11-28 07:32:46	Twitter Web Client	1	0
979	we lost Stan lee and Stephen hillenburg the same month 😩 take trump already god please	2018-11-28 07:32:33	Twitter for iPhone	0	0
980	"Just more sad news. 
https://t.co/8h30iuT8Rs"	2018-11-28 07:32:19	Twitter Web Client	0	0
981	Stan Lee’s cause of death revealed https://t.co/P2kOPDdntA https://t.co/Z1aZjLYTdg	2018-11-28 07:31:49	WordPress.com	0	0
982	Check out MARVEL COMICS ESSENTIAL FANTASTIC FOUR VOL  3 TPB Stan Lee Jack Kirby Silver Age https://t.co/MV4OKMZu60 ⁦@eBay⁩	2018-11-28 07:30:57	Twitter for iPhone	0	0
983	Stan Lee’s super-power? Words. https://t.co/CWArfJOW5d	2018-11-28 07:29:45	Twitter for iPhone	1	0
984	First Stan Lee and now Stephen Hillenburg.... https://t.co/5vHasuow8i	2018-11-28 07:29:43	Twitter for iPhone	0	0
985	As you’d expect from @TheEconomist - a fab obituary of Stan Lee. Here’s the opener  https://t.co/yOnE817wml https://t.co/8nzinUciqd	2018-11-28 07:29:40	Twitter for iPhone	0	1
986	Rip Steven hillenburg With Stan lee Rest In Peace Both of you you saved our life stan lee died in my birthday	2018-11-28 07:29:22	Twitter for Android	0	0
987	stan lee didn’t die for this https://t.co/6lVffPUtRt	2018-11-28 07:28:45	Twitter for iPhone	2	0
988	@danierruu @MacMiller Stan Lee	2018-11-28 07:28:13	Twitter for Android	1	0
989	Check out Marvel Essential Fantastic Four Volume 2 TPB Stan Lee Jack Kirby Silver Age https://t.co/56OJ9ybcxM ⁦@eBay⁩	2018-11-28 07:27:45	Twitter for iPhone	2	0
990	We lost Stan Lee and Stephen Hillenburg within three weeks :(	2018-11-28 07:27:19	Twitter for iPhone	3	0
991	Stan Lee's Last Video https://t.co/EREsrw4RaA	2018-11-28 07:26:29	Facebook	1	0
992	Stan Lee's Last Video https://t.co/nf9RnvBvOx via @YouTube	2018-11-28 07:26:27	Twitter Web Client	1	0
993	this years been insane. stan lee passes away. stephen hillenburg passes away. and now i just found out the “what ar… https://t.co/HuzgZDjyDm	2018-11-28 07:26:09	Twitter for iPhone	0	0
994	"Marvel legend Stan Lee's cause of death released, details inside.
https://t.co/ScuZ8ceuWR"	2018-11-28 07:25:38	TweetDeck	3	3
995	"Marvel legend Stan Lee's cause of death released, details inside.
https://t.co/HLqJrGb5dT"	2018-11-28 07:25:20	TweetDeck	0	0
996	Marvel Comics’ Stan Lee’s Cause Of Death Revealed https://t.co/CUe2Lxwyp0 https://t.co/wgLviRD4Fh	2018-11-28 07:25:00	TweetDeck	1	0
997	@HadesInShades Walt Disney is way ahead of times, Mickey &amp; Minnie are not married &amp; have no kids, still they are ha… https://t.co/BOxtjLjbYF	2018-11-28 07:23:45	Twitter for Android	2	1
998	@TheoHydro they shouldn’t show stan lee in the movie, i’m gonna cry 😭	2018-11-28 07:23:12	Twitter for iPhone	0	0
999	@kingben10ford @recroom You do realise that Stan lee made comics for DC too...	2018-11-28 07:22:38	Twitter for iPhone	0	0
